BusinessTravel,DistanceFromHome,EmployeeCount,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,EmployeeID
Travel_Rarely,2,1,4,1,3,3,1209
Travel_Rarely,8,1,2,2,3,4,1210
Travel_Frequently,6,1,4,2,2,3,1211
Travel_Rarely,4,1,2,3,4,3,1212
Travel_Rarely,7,1,2,4,1,3,1213
Travel_Frequently,1,1,3,2,3,4,1214
Travel_Rarely,2,1,4,3,3,3,1215
Travel_Frequently,10,1,4,3,3,3,1216
Travel_Rarely,5,1,1,2,3,3,1217
Travel_Frequently,9,1,4,4,2,3,1218
Travel_Rarely,2,1,3,1,2,3,1219
Travel_Rarely,11,1,4,3,3,3,1220
Travel_Frequently,18,1,4,3,3,3,1221
Travel_Rarely,7,1,3,3,2,4,1222
Travel_Rarely,3,1,1,2,3,3,1223
Travel_Rarely,29,1,4,3,3,3,1224
Travel_Rarely,2,1,NA,3,2,3,1225
Travel_Rarely,28,1,2,4,3,3,1226
Travel_Rarely,1,1,3,3,3,3,1227
Travel_Rarely,16,1,2,1,3,3,1228
Travel_Rarely,22,1,1,2,2,3,1229
Non-Travel,8,1,4,4,2,3,1230
Travel_Rarely,11,1,1,4,3,3,1231
Travel_Rarely,29,1,4,4,3,3,1232
Non-Travel,1,1,1,3,2,3,1233
Travel_Rarely,1,1,3,1,3,3,1234
Travel_Rarely,24,1,1,2,3,3,1235
Travel_Rarely,2,1,3,4,3,3,1236
Travel_Rarely,15,1,2,1,3,3,1237
Travel_Rarely,2,1,3,3,2,3,1238
Travel_Frequently,10,1,2,1,3,3,1239
Travel_Rarely,10,1,3,2,3,4,1240
Travel_Rarely,3,1,1,4,3,3,1241
Travel_Rarely,2,1,2,1,2,3,1242
Travel_Rarely,3,1,3,4,3,3,1243
Travel_Rarely,26,1,4,4,4,4,1244
Travel_Rarely,1,1,4,3,3,3,1245
Travel_Rarely,1,1,4,4,4,3,1246
Travel_Rarely,2,1,2,4,2,3,1247
Travel_Rarely,9,1,4,3,2,3,1248
Travel_Rarely,12,1,1,3,3,3,1249
Travel_Rarely,2,1,4,4,3,3,1250
Travel_Rarely,25,1,2,1,4,3,1251
Travel_Frequently,9,1,3,1,3,3,1252
Travel_Rarely,10,1,3,4,3,3,1253
Travel_Rarely,8,1,4,1,3,3,1254
Travel_Rarely,4,1,1,3,2,3,1255
Travel_Frequently,24,1,4,3,3,4,1256
Travel_Frequently,1,1,3,4,3,3,1257
Travel_Rarely,20,1,2,3,3,3,1258
Non-Travel,7,1,2,3,3,3,1259
Travel_Rarely,17,1,2,2,3,3,1260
Travel_Frequently,20,1,1,4,NA,3,1261
Travel_Rarely,8,1,4,4,3,3,1262
Travel_Rarely,2,1,1,3,3,3,1263
Travel_Rarely,10,1,3,3,2,4,1264
Travel_Rarely,1,1,2,1,2,3,1265
Non-Travel,5,1,3,1,3,3,1266
Travel_Rarely,4,1,3,4,2,4,1267
Travel_Frequently,29,1,1,4,3,3,1268
Travel_Frequently,15,1,2,1,2,4,1269
Travel_Rarely,3,1,3,1,3,3,1270
Travel_Rarely,10,1,4,4,2,3,1271
Travel_Rarely,4,1,1,3,4,3,1272
Travel_Rarely,21,1,1,4,3,3,1273
Travel_Frequently,25,1,4,4,3,3,1274
Travel_Rarely,2,1,2,3,2,3,1275
Travel_Rarely,1,1,1,1,2,3,1276
Travel_Rarely,1,1,3,3,3,3,1277
Travel_Rarely,7,1,4,3,3,3,1278
Travel_Frequently,3,1,2,2,3,3,1279
Travel_Rarely,1,1,2,1,3,3,1280
Travel_Frequently,9,1,2,1,2,3,1281
Travel_Rarely,7,1,4,3,2,3,1282
Travel_Frequently,10,1,1,3,2,3,1283
Travel_Rarely,28,1,3,2,3,3,1284
Travel_Rarely,3,1,3,2,3,4,1285
Travel_Rarely,3,1,2,2,3,3,1286
Travel_Rarely,2,1,2,4,3,3,1287
Travel_Rarely,27,1,3,4,3,3,1288
Travel_Rarely,2,1,3,1,3,3,1289
Travel_Rarely,14,1,4,1,4,3,1290
Travel_Rarely,1,1,1,3,4,3,1291
Travel_Rarely,9,1,2,2,3,3,1292
Travel_Rarely,18,1,4,4,2,3,1293
Travel_Rarely,20,1,2,3,3,3,1294
Travel_Rarely,2,1,1,4,3,3,1295
Non-Travel,11,1,2,4,3,3,1296
Travel_Rarely,8,1,1,2,3,3,1297
Travel_Rarely,2,1,4,4,2,3,1298
Travel_Rarely,10,1,3,1,3,4,1299
Travel_Rarely,29,1,4,4,3,3,1300
Travel_Rarely,8,1,3,4,3,4,1301
Travel_Rarely,1,1,3,4,3,4,1302
Travel_Frequently,6,1,3,2,2,3,1303
Travel_Rarely,8,1,3,4,1,3,1304
Travel_Rarely,9,1,3,2,2,3,1305
Travel_Frequently,12,1,3,1,2,3,1306
Travel_Rarely,15,1,2,3,3,3,1307
Travel_Rarely,25,1,1,3,1,4,1308
Travel_Rarely,6,1,1,3,2,4,1309
Non-Travel,9,1,2,3,4,3,1310
Travel_Rarely,8,1,4,3,2,3,1311
Non-Travel,23,1,2,2,4,3,1312
Travel_Rarely,9,1,3,1,3,3,1313
Travel_Rarely,12,1,4,1,3,3,1314
Travel_Frequently,4,1,4,4,3,4,1315
Travel_Rarely,1,1,1,3,3,4,1316
Non-Travel,24,1,3,4,4,4,1317
Non-Travel,12,1,3,4,3,3,1318
Travel_Frequently,3,1,1,2,2,3,1319
Travel_Rarely,10,1,3,3,3,3,1320
Travel_Rarely,26,1,4,4,3,4,1321
Travel_Rarely,2,1,2,4,3,3,1322
Travel_Frequently,1,1,1,1,2,3,1323
Travel_Frequently,4,1,1,3,NA,3,1324
Non-Travel,9,1,4,4,3,3,1325
Travel_Rarely,2,1,2,3,3,3,1326
Travel_Rarely,4,1,3,2,3,3,1327
Travel_Rarely,6,1,3,4,3,3,1328
Travel_Rarely,9,1,3,1,3,4,1329
Travel_Frequently,7,1,2,4,3,3,1330
Travel_Rarely,1,1,1,4,3,3,1331
Travel_Frequently,3,1,3,4,4,3,1332
Travel_Frequently,10,1,1,3,2,4,1333
Non-Travel,7,1,3,2,4,4,1334
Travel_Rarely,15,1,2,2,3,3,1335
Travel_Rarely,3,1,1,3,3,3,1336
Travel_Rarely,2,1,2,3,2,4,1337
Travel_Rarely,17,1,3,2,2,3,1338
Travel_Rarely,2,1,4,4,2,3,1339
Travel_Rarely,5,1,4,3,2,4,1340
Travel_Rarely,29,1,3,4,3,3,1341
Travel_Rarely,2,1,3,1,2,3,1342
Travel_Frequently,2,1,2,3,3,3,1343
Travel_Frequently,19,1,3,4,3,3,1344
Travel_Rarely,15,1,2,3,3,4,1345
Travel_Rarely,17,1,3,3,3,3,1346
Travel_Rarely,17,1,3,3,3,3,1347
Travel_Rarely,25,1,2,2,3,4,1348
Travel_Frequently,6,1,1,4,3,3,1349
Travel_Rarely,7,1,4,3,4,3,1350
Travel_Rarely,29,1,1,3,3,3,1351
Travel_Rarely,21,1,3,4,1,3,1352
Travel_Rarely,2,1,1,1,4,3,1353
Travel_Rarely,2,1,3,4,2,4,1354
Travel_Rarely,7,1,4,3,3,3,1355
Travel_Rarely,13,1,1,3,2,3,1356
Travel_Frequently,2,1,4,4,4,4,1357
Travel_Rarely,1,1,4,1,3,3,1358
Travel_Rarely,9,1,2,4,3,3,1359
Travel_Frequently,10,1,4,1,2,3,1360
Travel_Rarely,10,1,3,1,3,3,1361
Travel_Rarely,1,1,2,2,3,3,1362
Travel_Frequently,26,1,2,2,3,3,1363
Travel_Rarely,8,1,3,2,3,3,1364
Travel_Rarely,14,1,2,3,1,3,1365
Travel_Rarely,1,1,2,2,1,3,1366
Travel_Frequently,2,1,2,4,3,3,1367
Non-Travel,10,1,4,3,3,3,1368
Travel_Rarely,1,1,2,3,3,3,1369
Travel_Rarely,3,1,2,2,2,3,1370
Travel_Rarely,11,1,3,4,2,3,1371
Travel_Frequently,24,1,3,3,3,3,1372
Travel_Rarely,3,1,3,4,3,4,1373
Non-Travel,3,1,4,2,1,3,1374
Travel_Rarely,4,1,3,4,1,3,1375
Travel_Rarely,3,1,3,4,1,3,1376
Non-Travel,2,1,3,3,2,3,1377
Travel_Rarely,4,1,3,2,3,3,1378
Travel_Rarely,7,1,1,3,3,3,1379
Travel_Rarely,1,1,2,4,3,3,1380
Travel_Rarely,1,1,1,4,4,3,1381
Travel_Rarely,20,1,3,3,3,3,1382
Travel_Rarely,5,1,3,2,2,3,1383
Travel_Frequently,10,1,3,1,4,4,1384
Travel_Frequently,25,1,4,2,2,4,1385
Non-Travel,1,1,3,1,3,3,1386
Travel_Rarely,24,1,3,1,4,3,1387
Travel_Rarely,4,1,3,1,3,3,1388
Travel_Rarely,2,1,3,4,4,3,1389
Travel_Rarely,8,1,2,4,2,4,1390
Travel_Rarely,10,1,2,1,3,3,1391
Travel_Rarely,4,1,3,4,3,3,1392
Travel_Rarely,2,1,3,4,3,3,1393
Travel_Rarely,9,1,4,2,3,3,1394
Travel_Rarely,18,1,2,2,2,4,1395
Travel_Rarely,19,1,3,3,2,3,1396
Travel_Rarely,1,1,4,1,3,3,1397
Travel_Rarely,4,1,4,2,3,3,1398
Travel_Rarely,11,1,4,3,3,4,1399
Travel_Rarely,6,1,3,2,3,3,1400
Travel_Frequently,7,1,4,3,2,3,1401
Travel_Rarely,4,1,4,2,3,3,1402
Travel_Rarely,2,1,3,3,3,3,1403
Travel_Rarely,15,1,4,2,2,3,1404
Travel_Rarely,2,1,2,3,3,3,1405
Non-Travel,6,1,4,4,4,4,1406
Non-Travel,9,1,1,4,3,3,1407
Travel_Rarely,7,1,2,1,NA,3,1408
Travel_Frequently,1,1,2,2,3,3,1409
Non-Travel,1,1,3,3,3,3,1410
Travel_Rarely,8,1,4,3,3,3,1411
Travel_Rarely,25,1,4,4,1,3,1412
Travel_Frequently,13,1,3,1,3,3,1413
Non-Travel,23,1,4,4,3,3,1414
Travel_Frequently,7,1,4,3,4,4,1415
Travel_Rarely,23,1,3,4,4,3,1416
Travel_Rarely,6,1,2,1,3,3,1417
Travel_Rarely,10,1,2,4,2,3,1418
Travel_Rarely,1,1,4,2,2,3,1419
Travel_Frequently,1,1,2,4,3,3,1420
Non-Travel,28,1,4,4,1,4,1421
Travel_Rarely,25,1,4,1,3,3,1422
Travel_Rarely,5,1,4,4,2,3,1423
Non-Travel,17,1,3,3,3,3,1424
Travel_Frequently,18,1,4,3,3,3,1425
Travel_Rarely,2,1,2,2,1,3,1426
Travel_Rarely,10,1,4,1,3,3,1427
Travel_Rarely,1,1,4,4,3,3,1428
Travel_Frequently,3,1,3,1,2,3,1429
Travel_Rarely,2,1,3,3,2,3,1430
Non-Travel,2,1,4,4,3,3,1431
Travel_Rarely,8,1,4,1,3,3,1432
Travel_Rarely,16,1,4,2,4,4,1433
Travel_Rarely,9,1,3,2,3,4,1434
Travel_Frequently,2,1,2,4,3,3,1435
Travel_Rarely,1,1,1,3,2,3,1436
Non-Travel,4,1,3,3,3,3,1437
Travel_Rarely,5,1,3,4,3,3,1438
Travel_Frequently,2,1,1,4,3,3,1439
Travel_Frequently,15,1,2,4,3,3,1440
Travel_Frequently,19,1,3,3,4,3,1441
Travel_Rarely,7,1,3,4,2,4,1442
Travel_Rarely,1,1,3,4,2,3,1443
Travel_Rarely,7,1,3,4,3,3,1444
Travel_Rarely,4,1,2,3,2,3,1445
Travel_Rarely,11,1,4,4,2,4,1446
Travel_Rarely,11,1,3,4,1,4,1447
Travel_Rarely,1,1,4,4,3,4,1448
Travel_Rarely,1,1,1,1,4,3,1449
Non-Travel,2,1,1,3,4,3,1450
Travel_Rarely,13,1,3,2,3,3,1451
Travel_Rarely,23,1,4,3,1,3,1452
Travel_Rarely,26,1,3,3,3,3,1453
Non-Travel,2,1,3,4,3,3,1454
Travel_Rarely,29,1,3,1,2,3,1455
Travel_Rarely,2,1,1,4,3,3,1456
Travel_Rarely,18,1,3,4,3,3,1457
Travel_Frequently,7,1,2,3,3,3,1458
Travel_Rarely,2,1,3,4,2,3,1459
Travel_Rarely,26,1,4,1,3,3,1460
Travel_Rarely,22,1,3,1,2,3,1461
Travel_Frequently,21,1,1,3,3,3,1462
Travel_Frequently,2,1,1,3,3,3,1463
Travel_Frequently,22,1,3,3,3,3,1464
Travel_Rarely,4,1,3,4,3,3,1465
Travel_Rarely,5,1,4,1,3,3,1466
Travel_Rarely,2,1,4,4,3,3,1467
Travel_Rarely,25,1,1,3,3,4,1468
Travel_Rarely,18,1,4,NA,3,3,1469
Travel_Rarely,28,1,1,3,3,3,1470
Travel_Rarely,6,1,3,4,NA,3,1471
Travel_Frequently,10,1,3,2,4,4,1472
Travel_Frequently,17,1,2,2,1,3,1473
Non-Travel,2,1,4,4,3,3,1474
Travel_Rarely,10,1,4,1,3,3,1475
Travel_Rarely,8,1,3,2,2,3,1476
Travel_Rarely,11,1,NA,3,1,4,1477
Travel_Rarely,18,1,1,2,3,4,1478
Travel_Rarely,1,1,2,4,3,4,1479
Non-Travel,7,1,2,1,3,3,1480
Travel_Rarely,17,1,3,4,3,3,1481
Travel_Rarely,28,1,4,4,3,3,1482
Travel_Rarely,14,1,4,1,3,3,1483
Non-Travel,1,1,1,2,2,3,1484
Travel_Rarely,1,1,4,4,2,3,1485
Travel_Rarely,1,1,3,4,4,3,1486
Travel_Rarely,3,1,4,3,4,3,1487
Non-Travel,1,1,1,4,3,3,1488
Travel_Rarely,7,1,2,2,2,3,1489
Travel_Rarely,8,1,1,1,3,3,1490
Travel_Frequently,1,1,3,2,1,3,1491
Travel_Rarely,8,1,1,2,2,4,1492
Travel_Rarely,11,1,3,3,2,3,1493
Travel_Rarely,4,1,2,3,3,3,1494
Travel_Frequently,16,1,2,4,2,3,1495
Travel_Rarely,1,1,2,4,3,3,1496
Travel_Frequently,9,1,1,1,3,4,1497
Travel_Rarely,5,1,4,4,3,3,1498
Travel_Frequently,1,1,4,3,1,3,1499
Travel_Rarely,2,1,4,4,3,3,1500
Travel_Rarely,4,1,1,2,3,3,1501
Travel_Rarely,7,1,4,4,3,3,1502
Travel_Frequently,1,1,3,1,3,3,1503
Travel_Rarely,5,1,3,2,3,3,1504
Travel_Frequently,9,1,4,2,2,3,1505
Travel_Rarely,8,1,4,4,3,3,1506
Travel_Frequently,9,1,2,4,2,3,1507
Travel_Frequently,2,1,3,2,4,3,1508
Travel_Rarely,1,1,3,3,3,3,1509
Travel_Rarely,20,1,3,2,2,3,1510
Travel_Frequently,8,1,3,4,3,3,1511
Travel_Rarely,2,1,4,2,3,3,1512
Travel_Rarely,29,1,4,2,3,3,1513
Travel_Rarely,7,1,4,3,3,3,1514
Travel_Rarely,9,1,2,1,3,4,1515
Travel_Rarely,8,1,2,4,2,3,1516
Travel_Rarely,5,1,3,4,2,4,1517
Non-Travel,5,1,2,2,3,4,1518
Travel_Rarely,2,1,4,3,2,4,1519
Travel_Rarely,5,1,1,2,3,3,1520
Non-Travel,2,1,4,3,3,3,1521
Travel_Rarely,20,1,3,4,3,3,1522
Travel_Rarely,7,1,1,1,3,4,1523
Travel_Frequently,3,1,1,1,3,3,1524
Travel_Rarely,16,1,3,4,1,3,1525
Travel_Frequently,9,1,4,2,3,3,1526
Travel_Rarely,1,1,3,1,3,4,1527
Travel_Frequently,7,1,3,4,3,3,1528
Travel_Rarely,1,1,3,3,3,4,1529
Travel_Rarely,7,1,3,2,2,3,1530
Travel_Rarely,15,1,3,2,2,4,1531
Travel_Rarely,1,1,3,2,3,3,1532
Travel_Rarely,13,1,4,3,3,3,1533
Travel_Rarely,24,1,4,4,NA,3,1534
Travel_Rarely,7,1,1,4,2,3,1535
Travel_Rarely,9,1,1,4,2,3,1536
Travel_Rarely,13,1,4,4,3,3,1537
Travel_Frequently,2,1,3,3,3,3,1538
Travel_Frequently,19,1,3,4,3,3,1539
Travel_Rarely,1,1,4,3,2,3,1540
Travel_Frequently,4,1,2,4,2,3,1541
Travel_Rarely,4,1,4,3,3,4,1542
Travel_Frequently,14,1,3,3,4,3,1543
Non-Travel,2,1,3,2,3,3,1544
Travel_Frequently,1,1,4,3,2,3,1545
Travel_Rarely,7,1,3,1,2,4,1546
Travel_Rarely,3,1,4,4,3,3,1547
Travel_Rarely,2,1,2,4,2,3,1548
Travel_Rarely,29,1,2,1,2,3,1549
Travel_Rarely,8,1,2,4,3,4,1550
Travel_Rarely,10,1,4,3,3,3,1551
Travel_Rarely,11,1,2,2,3,3,1552
Travel_Rarely,1,1,4,4,2,3,1553
Travel_Rarely,28,1,3,4,3,3,1554
Travel_Rarely,6,1,3,4,2,3,1555
Travel_Rarely,3,1,4,2,3,3,1556
Travel_Rarely,16,1,3,2,3,3,1557
Travel_Rarely,20,1,3,4,2,4,1558
Travel_Rarely,9,1,4,2,3,3,1559
Travel_Frequently,1,1,2,3,3,3,1560
Travel_Rarely,3,1,1,4,3,4,1561
Non-Travel,22,1,4,3,2,4,1562
Travel_Rarely,7,1,3,3,3,3,1563
Travel_Rarely,2,1,3,2,3,3,1564
Travel_Rarely,13,1,1,3,1,3,1565
Travel_Rarely,8,1,3,1,3,3,1566
Non-Travel,25,1,4,3,4,4,1567
Travel_Rarely,28,1,3,3,3,3,1568
Travel_Rarely,2,1,1,4,3,3,1569
Travel_Frequently,9,1,1,2,3,3,1570
Non-Travel,28,1,4,4,3,4,1571
Travel_Frequently,6,1,1,4,3,3,1572
Travel_Rarely,21,1,4,3,3,3,1573
Travel_Rarely,8,1,4,3,3,3,1574
Non-Travel,1,1,1,4,2,3,1575
Travel_Rarely,28,1,4,3,3,4,1576
Travel_Rarely,5,1,3,1,3,3,1577
Non-Travel,2,1,3,3,4,3,1578
Travel_Frequently,16,1,1,2,3,3,1579
Travel_Rarely,9,1,4,4,3,3,1580
Travel_Rarely,8,1,3,3,3,4,1581
Travel_Rarely,1,1,3,2,3,4,1582
Travel_Rarely,10,1,3,2,3,3,1583
Travel_Rarely,1,1,4,4,3,3,1584
Travel_Rarely,29,1,3,2,3,3,1585
Travel_Rarely,2,1,4,2,3,3,1586
Travel_Rarely,2,1,2,4,3,3,1587
Travel_Rarely,2,1,2,3,3,3,1588
Travel_Rarely,1,1,3,4,2,4,1589
Travel_Rarely,15,1,4,3,3,3,1590
Non-Travel,7,1,1,4,2,4,1591
Travel_Rarely,26,1,3,4,3,3,1592
Travel_Rarely,1,1,4,3,4,3,1593
Travel_Rarely,3,1,3,2,3,3,1594
Travel_Frequently,14,1,3,1,3,3,1595
Travel_Rarely,16,1,1,2,3,3,1596
Travel_Rarely,1,1,2,3,NA,3,1597
Travel_Frequently,3,1,3,4,3,3,1598
Travel_Rarely,10,1,4,1,2,3,1599
Travel_Rarely,6,1,4,2,3,3,1600
Travel_Rarely,2,1,2,1,3,3,1601
Travel_Rarely,9,1,3,2,2,3,1602
Travel_Rarely,10,1,1,2,3,3,1603
Travel_Rarely,6,1,2,3,3,3,1604
Travel_Rarely,9,1,1,1,2,4,1605
Non-Travel,28,1,3,3,3,4,1606
Travel_Rarely,10,1,2,1,1,3,1607
Travel_Frequently,14,1,4,4,3,3,1608
Travel_Rarely,27,1,3,3,3,3,1609
Travel_Rarely,7,1,2,4,3,3,1610
Non-Travel,1,1,2,3,3,4,1611
Travel_Rarely,24,1,4,1,3,3,1612
Travel_Frequently,26,1,2,3,3,4,1613
Travel_Frequently,20,1,3,1,2,3,1614
Travel_Rarely,5,1,2,3,3,3,1615
Travel_Rarely,7,1,2,1,3,3,1616
Travel_Rarely,7,1,3,1,3,3,1617
Travel_Rarely,5,1,1,1,3,3,1618
Travel_Rarely,26,1,4,3,3,4,1619
Travel_Rarely,2,1,1,4,2,3,1620
Travel_Rarely,12,1,4,4,1,3,1621
Travel_Frequently,10,1,1,3,3,3,1622
Travel_Rarely,25,1,3,4,3,4,1623
Travel_Rarely,10,1,1,1,1,3,1624
Travel_Rarely,19,1,3,3,2,3,1625
Travel_Frequently,18,1,4,4,4,3,1626
Travel_Rarely,27,1,1,2,3,3,1627
Travel_Frequently,5,1,4,3,2,4,1628
Travel_Frequently,3,1,4,4,3,3,1629
Travel_Rarely,26,1,3,3,3,3,1630
Travel_Rarely,3,1,1,4,1,4,1631
Non-Travel,15,1,3,4,1,3,1632
Travel_Rarely,8,1,2,3,3,3,1633
Travel_Rarely,19,1,3,2,4,3,1634
Travel_Rarely,4,1,1,4,4,3,1635
Non-Travel,2,1,3,1,3,3,1636
Travel_Rarely,2,1,1,4,2,3,1637
Travel_Rarely,10,1,2,3,3,3,1638
Non-Travel,10,1,3,4,2,4,1639
Travel_Frequently,16,1,3,1,4,4,1640
Travel_Rarely,1,1,1,4,3,3,1641
Travel_Rarely,4,1,1,3,1,4,1642
Travel_Rarely,15,1,4,3,3,3,1643
Travel_Rarely,2,1,3,3,3,3,1644
Travel_Rarely,8,1,4,3,3,3,1645
Travel_Rarely,2,1,3,4,3,3,1646
Travel_Rarely,7,1,3,2,4,3,1647
Travel_Rarely,10,1,2,3,4,4,1648
Travel_Rarely,5,1,1,4,3,4,1649
Travel_Rarely,2,1,4,2,3,3,1650
Travel_Rarely,12,1,4,3,3,4,1651
Travel_Frequently,22,1,1,3,3,3,1652
Travel_Frequently,17,1,2,1,3,4,1653
Travel_Frequently,2,1,2,3,3,3,1654
Non-Travel,3,1,2,4,2,3,1655
Travel_Frequently,7,1,3,3,3,3,1656
Travel_Rarely,6,1,2,4,3,3,1657
Travel_Rarely,1,1,1,2,3,3,1658
Non-Travel,3,1,4,4,3,3,1659
Travel_Rarely,22,1,2,3,NA,3,1660
Travel_Rarely,15,1,2,3,3,3,1661
Travel_Frequently,12,1,3,3,3,3,1662
Travel_Rarely,1,1,2,4,4,3,1663
Travel_Rarely,5,1,4,1,2,3,1664
Travel_Rarely,2,1,4,2,4,4,1665
Travel_Frequently,2,1,2,3,2,3,1666
Travel_Rarely,5,1,4,4,4,3,1667
Travel_Rarely,16,1,1,3,3,3,1668
Travel_Rarely,2,1,3,4,2,3,1669
Travel_Frequently,2,1,2,2,3,3,1670
Non-Travel,1,1,3,1,3,3,1671
Non-Travel,23,1,1,3,3,3,1672
Travel_Rarely,9,1,1,3,3,3,1673
Travel_Rarely,16,1,1,3,3,3,1674
Travel_Rarely,26,1,4,4,3,3,1675
Travel_Rarely,1,1,3,4,1,4,1676
Travel_Rarely,8,1,2,4,4,3,1677
Travel_Frequently,4,1,1,3,2,3,1678
Travel_Rarely,24,1,2,NA,3,3,1679
Non-Travel,7,1,1,2,3,3,1680
Travel_Rarely,2,1,4,1,3,3,1681
Non-Travel,7,1,4,3,3,4,1682
Travel_Frequently,22,1,4,4,3,3,1683
Travel_Rarely,5,1,3,3,3,3,1684
Travel_Rarely,1,1,2,2,2,3,1685
Travel_Rarely,21,1,4,3,3,3,1686
Travel_Rarely,1,1,2,4,3,3,1687
Travel_Rarely,19,1,1,2,4,3,1688
Travel_Rarely,7,1,4,2,3,3,1689
Travel_Frequently,2,1,1,2,3,3,1690
Travel_Rarely,2,1,2,3,3,3,1691
Travel_Frequently,2,1,1,3,3,4,1692
Travel_Frequently,9,1,2,1,4,3,1693
Travel_Rarely,6,1,2,4,3,3,1694
Travel_Rarely,9,1,2,1,1,3,1695
Travel_Rarely,2,1,1,4,3,3,1696
Travel_Rarely,1,1,1,4,4,3,1697
Travel_Rarely,22,1,1,3,2,3,1698
Travel_Rarely,9,1,4,3,2,3,1699
Travel_Rarely,17,1,4,2,4,3,1700
Travel_Rarely,28,1,3,4,3,3,1701
Travel_Rarely,10,1,2,4,2,3,1702
Travel_Rarely,2,1,3,1,2,3,1703
Travel_Frequently,4,1,4,3,3,3,1704
Travel_Rarely,8,1,4,1,1,3,1705
Travel_Rarely,29,1,1,3,4,4,1706
Travel_Rarely,13,1,3,3,3,4,1707
Travel_Rarely,27,1,3,1,3,3,1708
Travel_Rarely,16,1,3,3,3,3,1709
Travel_Rarely,2,1,4,4,4,3,1710
Travel_Rarely,2,1,1,3,3,3,1711
Travel_Rarely,13,1,3,3,3,3,1712
Travel_Rarely,1,1,1,4,2,3,1713
Travel_Frequently,4,1,3,3,3,3,1714
Travel_Rarely,24,1,4,1,4,3,1715
Travel_Rarely,1,1,2,4,2,3,1716
Travel_Frequently,19,1,1,1,3,3,1717
Travel_Rarely,7,1,3,4,3,3,1718
Travel_Rarely,4,1,3,3,3,3,1719
Travel_Rarely,2,1,2,3,2,3,1720
Travel_Rarely,10,1,2,4,3,3,1721
Travel_Frequently,8,1,3,4,1,4,1722
Travel_Rarely,5,1,3,2,NA,3,1723
Travel_Rarely,8,1,2,2,3,3,1724
Travel_Rarely,9,1,1,4,3,3,1725
Travel_Rarely,1,1,4,3,3,3,1726
Travel_Frequently,15,1,1,1,3,3,1727
Non-Travel,2,1,3,3,3,3,1728
Travel_Rarely,2,1,1,1,4,3,1729
Travel_Rarely,11,1,4,2,3,3,1730
Travel_Rarely,16,1,4,4,3,4,1731
Travel_Frequently,2,1,2,4,3,3,1732
Travel_Rarely,16,1,2,2,3,3,1733
Travel_Frequently,4,1,4,4,3,3,1734
Travel_Rarely,16,1,4,4,3,3,1735
Travel_Rarely,5,1,4,3,3,3,1736
Travel_Rarely,18,1,4,2,4,4,1737
Travel_Rarely,17,1,1,3,3,3,1738
Travel_Rarely,12,1,4,3,3,3,1739
Travel_Rarely,2,1,4,4,2,3,1740
Travel_Frequently,4,1,2,3,3,3,1741
Travel_Rarely,9,1,2,4,2,3,1742
Travel_Rarely,10,1,3,1,3,4,1743
Travel_Rarely,1,1,3,4,3,3,1744
Travel_Rarely,2,1,4,1,3,3,1745
Travel_Frequently,3,1,4,1,3,3,1746
Travel_Rarely,7,1,3,3,3,3,1747
Travel_Rarely,6,1,2,4,2,4,1748
Travel_Rarely,8,1,1,1,3,4,1749
Travel_Frequently,29,1,4,1,2,3,1750
Travel_Rarely,3,1,4,3,3,3,1751
Travel_Rarely,9,1,4,2,3,4,1752
Travel_Rarely,2,1,1,2,3,3,1753
Non-Travel,10,1,1,1,3,3,1754
Travel_Rarely,1,1,3,3,4,3,1755
Non-Travel,8,1,1,3,3,3,1756
Travel_Frequently,27,1,4,3,2,4,1757
Travel_Rarely,8,1,3,4,2,3,1758
Travel_Rarely,1,1,3,3,3,3,1759
Travel_Frequently,10,1,3,3,3,4,1760
Travel_Frequently,26,1,4,4,3,3,1761
Travel_Rarely,2,1,2,3,3,3,1762
Travel_Rarely,13,1,2,1,4,3,1763
Travel_Rarely,2,1,3,2,1,3,1764
Travel_Rarely,2,1,3,4,2,3,1765
Travel_Rarely,9,1,4,4,2,3,1766
Travel_Rarely,10,1,4,1,1,3,1767
Travel_Rarely,20,1,4,2,3,3,1768
Travel_Rarely,9,1,4,4,3,3,1769
Non-Travel,5,1,4,1,4,3,1770
Travel_Frequently,4,1,1,4,3,3,1771
Travel_Rarely,10,1,4,3,1,3,1772
Travel_Rarely,20,1,2,1,3,3,1773
Travel_Rarely,21,1,3,1,4,3,1774
Travel_Rarely,1,1,4,4,2,3,1775
Travel_Rarely,8,1,3,4,2,3,1776
Travel_Rarely,2,1,2,3,3,3,1777
Travel_Rarely,23,1,1,3,3,3,1778
Travel_Frequently,4,1,2,3,3,3,1779
Travel_Rarely,12,1,4,4,3,3,1780
Travel_Rarely,7,1,4,1,3,3,1781
Non-Travel,7,1,1,1,3,3,1782
Non-Travel,1,1,4,4,3,3,1783
Travel_Frequently,2,1,1,4,3,3,1784
Travel_Rarely,10,1,2,3,2,3,1785
Travel_Rarely,15,1,4,1,NA,3,1786
Travel_Rarely,14,1,2,4,3,3,1787
Travel_Rarely,18,1,4,1,3,3,1788
Travel_Frequently,13,1,3,4,3,3,1789
Travel_Rarely,2,1,4,1,2,3,1790
Travel_Frequently,2,1,1,1,3,3,1791
Travel_Rarely,2,1,3,1,3,3,1792
