EmployeeID,Age,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1925,33,No,Finance,2,Technical Degree,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2
1926,45,No,Finance,1,Medical,Female,3,Healthcare Representative,Divorced,27940,3,Y,19,8,1,8,2,5,0,2
1927,50,No,Finance,1,Life Sciences,Female,1,Manufacturing Director,Divorced,52490,9,Y,21,8,2,32,2,5,1,3
1928,33,No,Finance,3,Marketing,Male,2,Human Resources,Married,21760,1,Y,14,8,1,6,2,6,1,2
1929,41,No,Finance,3,Other,Male,1,Laboratory Technician,Divorced,168720,2,Y,15,8,1,21,2,18,0,11
1930,27,No,Finance,4,Other,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2
1931,45,No,Finance,3,Medical,Female,1,Sales Executive,Married,66440,1,Y,12,8,0,9,3,9,0,8
1932,47,No,Finance,4,Medical,Female,2,Research Scientist,Single,55820,1,Y,16,8,0,9,3,9,0,7
1933,30,Yes,Finance,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1
1934,50,No,Finance,3,Technical Degree,Female,2,Sales Executive,Married,134960,3,Y,18,8,1,22,3,12,1,5
1935,38,No,Finance,3,Technical Degree,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2
1936,46,No,Finance,3,Medical,Female,3,Human Resources,Divorced,190450,6,Y,11,8,3,13,2,8,0,7
1937,24,No,Finance,3,Life Sciences,Female,1,Healthcare Representative,Divorced,118490,1,Y,16,8,1,5,3,4,3,2
1938,35,Yes,Finance,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2
1939,31,No,Finance,2,Technical Degree,Male,2,Sales Executive,Married,65020,1,Y,12,8,0,4,3,4,0,3
1940,18,No,Finance,4,Other,Male,2,Manager,Single,32300,1,Y,12,8,1,0,3,0,0,0
1941,54,No,Finance,3,Medical,Female,1,Laboratory Technician,Married,136030,8,Y,13,8,1,22,2,10,0,8
1942,35,No,Finance,4,Medical,Female,1,Manufacturing Director,Divorced,119960,1,Y,19,8,2,16,3,16,10,1
1943,30,No,Finance,3,Life Sciences,Female,5,Healthcare Representative,Married,56050,0,Y,12,8,1,9,0,8,1,7
1944,20,Yes,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0
1945,30,Yes,Research & Development,4,Medical,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2
1946,26,No,Sales,3,Marketing,Female,2,Research Scientist,Married,175840,1,Y,20,8,0,8,2,8,1,3
1947,22,No,Research & Development,3,Other,Male,2,Sales Representative,Married,49070,1,Y,21,8,1,4,2,4,1,1
1948,48,No,Human Resources,4,Medical,Male,2,Sales Executive,Single,45540,2,Y,11,8,2,19,3,2,2,2
1949,48,No,Sales,3,Medical,Male,1,Research Director,Single,54150,7,Y,11,8,1,27,1,15,4,8
1950,41,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,47410,6,Y,16,8,0,8,3,2,2,1
1951,39,No,Sales,3,Life Sciences,Male,3,Human Resources,Married,21150,1,Y,18,8,0,21,3,21,11,8
1952,27,No,Research & Development,3,Life Sciences,Male,2,Human Resources,Married,31610,0,Y,13,8,2,4,0,3,2,2
1953,35,No,Sales,3,Medical,Male,5,Sales Executive,Divorced,57450,1,Y,17,8,3,3,4,3,1,2
1954,42,No,Research & Development,4,Other,Male,1,Research Scientist,Married,23730,6,Y,14,8,1,21,3,1,0,0
1955,50,No,Sales,3,Medical,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0
1956,59,No,Research & Development,4,Medical,Female,5,Laboratory Technician,Single,186650,3,Y,12,8,0,30,3,5,4,3
1957,37,Yes,Sales,3,Marketing,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0
1958,55,No,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,27890,3,Y,13,8,1,17,2,8,6,7
1959,41,No,Research & Development,1,Life Sciences,Male,2,Research Scientist,Divorced,58280,1,Y,13,8,0,21,0,21,5,10
1960,38,No,Research & Development,2,Other,Female,1,Laboratory Technician,Single,23260,8,Y,14,8,0,19,3,1,0,0
1961,26,Yes,Research & Development,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2
1962,52,Yes,Research & Development,4,Medical,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9
1963,44,No,Research & Development,3,Life Sciences,Female,1,Healthcare Representative,Married,80200,3,Y,11,8,1,23,2,12,11,11
1964,50,No,Human Resources,2,Life Sciences,Male,1,Laboratory Technician,Married,36880,0,Y,11,8,0,19,3,18,0,13
1965,36,Yes,Sales,4,Technical Degree,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14
1966,39,No,Sales,3,Marketing,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8
1967,33,No,Sales,2,Technical Degree,Male,5,Sales Representative,Single,12000,0,Y,11,8,1,3,3,2,2,2
1968,45,No,Research & Development,2,Other,Male,1,Human Resources,Married,56610,3,Y,12,8,0,26,2,9,1,1
1969,32,No,Research & Development,3,Medical,Male,2,Manager,Single,69290,9,Y,20,8,0,10,6,8,7,7
1970,34,No,Sales,4,Marketing,Male,2,Research Director,Divorced,96130,0,Y,12,8,1,16,5,15,0,9
1971,59,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,56740,3,Y,12,8,0,14,6,6,0,4
1972,45,No,Research & Development,1,Medical,Male,2,Sales Executive,Single,54840,1,Y,20,8,3,6,6,6,0,4
1973,53,No,Sales,2,Medical,Male,2,Research Scientist,Married,120610,2,Y,20,8,1,30,2,15,6,12
1974,36,Yes,Research & Development,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0
1975,26,Yes,Sales,3,Life Sciences,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2
1976,34,No,Research & Development,2,Life Sciences,Male,1,Sales Representative,Married,64100,1,Y,13,8,1,1,5,1,0,0
1977,28,No,Research & Development,3,Other,Male,2,Sales Representative,Married,52100,1,Y,15,8,0,1,1,1,0,0
1978,38,No,Sales,4,Medical,Male,2,Research Scientist,Married,26950,3,Y,14,8,1,8,4,2,2,2
1979,50,No,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,118780,2,Y,13,8,1,29,2,8,7,7
1980,37,No,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,170680,3,Y,23,8,0,8,6,4,0,1
1981,40,No,Human Resources,3,Medical,Male,5,Sales Executive,Married,24550,1,Y,15,8,1,8,2,7,7,5
1982,26,No,Research & Development,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1,Y,11,8,2,5,1,5,1,3
1983,46,No,Research & Development,1,Medical,Female,3,Research Scientist,Divorced,49410,9,Y,13,8,2,23,2,2,2,2
1984,54,No,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,24780,6,Y,11,8,0,13,0,9,7,0
1985,56,No,Research & Development,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2,Y,11,8,0,18,4,5,0,3
1986,36,No,Research & Development,2,Life Sciences,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8
1987,55,No,Research & Development,3,Medical,Female,2,Manager,Single,75470,7,Y,16,8,0,31,2,9,6,2
1988,43,No,Sales,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0
1989,20,Yes,Sales,3,Marketing,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2
1990,21,Yes,Research & Development,4,Life Sciences,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0
1991,46,No,Sales,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,Y,12,8,1,19,6,16,1,7
1992,51,Yes,Sales,3,Medical,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7
1993,28,Yes,Research & Development,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9
1994,26,No,Research & Development,4,Medical,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3
1995,30,No,Research & Development,3,Medical,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2
1996,41,No,Sales,4,Life Sciences,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8
1997,38,No,Research & Development,3,Technical Degree,Male,1,Sales Executive,Married,63490,NA,Y,11,8,0,20,3,19,1,9
1998,40,No,Sales,4,Marketing,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1
1999,27,No,Sales,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2
2000,55,No,Research & Development,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2
2001,28,No,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7
2002,44,Yes,Research & Development,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6
2003,33,No,Sales,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2
2004,35,Yes,Sales,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7
2005,33,Yes,Research & Development,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8
2006,28,No,Human Resources,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2
2007,34,No,Sales,4,Marketing,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4
2008,37,No,Research & Development,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0
2009,25,Yes,Human Resources,4,Human Resources,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6
2010,26,Yes,Sales,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0
2011,33,Yes,Research & Development,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2
2012,42,No,Research & Development,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7
2013,28,Yes,Research & Development,3,Life Sciences,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0
2014,50,Yes,Research & Development,4,Medical,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0
2015,33,No,Sales,3,Medical,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2
2016,34,No,Sales,1,Marketing,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0
2017,48,No,Sales,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1
2018,45,No,Research & Development,3,Medical,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12
2019,52,No,Sales,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0
2020,38,No,Research & Development,2,Medical,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7
2021,29,No,Research & Development,3,Medical,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7
2022,28,No,Human Resources,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7
2023,46,No,Research & Development,4,Medical,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9
2024,38,No,Research & Development,4,Medical,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0
2025,43,No,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1
2026,39,Yes,Sales,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5
2027,40,No,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9
2028,21,No,Research & Development,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2
2029,39,No,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3
2030,36,No,Research & Development,3,Medical,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9
2031,31,No,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2
2032,28,No,Sales,4,Marketing,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4
2033,35,No,Research & Development,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2
2034,49,No,Sales,2,Medical,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3
2035,34,No,Sales,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2
2036,29,No,Research & Development,4,Medical,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1
2037,42,No,Sales,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0
2038,29,No,Sales,2,Other,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2
2039,38,No,Research & Development,3,Medical,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0
2040,28,No,Sales,4,Life Sciences,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2
2041,18,Yes,Research & Development,4,Medical,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0
2042,33,Yes,Research & Development,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3
2043,41,No,Research & Development,2,Medical,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0
2044,31,Yes,Sales,3,Technical Degree,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2
2045,37,No,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,9,2,6,1,3
2046,27,No,Research & Development,2,Medical,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2
2047,34,No,Sales,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3
2048,35,No,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4
2049,29,Yes,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10
2050,40,No,Research & Development,4,Medical,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13
2051,42,Yes,Sales,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14
2052,42,No,Research & Development,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5
2053,35,No,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7
2054,24,No,Sales,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2
2055,28,Yes,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0
2056,26,No,Research & Development,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7
2057,30,No,Research & Development,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4
2058,40,No,Research & Development,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0
2059,35,No,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4
2060,34,No,Research & Development,2,Life Sciences,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9
2061,35,No,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2
2062,43,Yes,Sales,3,Marketing,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3
2063,32,No,Research & Development,2,Other,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0
2064,56,No,Research & Development,2,Other,Male,2,Healthcare Representative,Divorced,44490,4,Y,15,8,0,28,3,5,4,2
2065,29,No,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8
2066,19,No,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0
2067,45,No,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2
2068,37,No,Research & Development,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11
2069,20,No,Research & Development,3,Medical,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2
2070,44,Yes,Human Resources,2,Human Resources,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2
2071,53,No,Research & Development,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7
2072,29,No,Research & Development,3,Medical,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3
2073,22,Yes,Research & Development,4,Medical,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0
2074,46,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9
2075,44,No,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0
2076,33,No,Research & Development,4,Life Sciences,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4
2077,41,Yes,Research & Development,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0
2078,30,No,Sales,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3
2079,40,No,Sales,3,Medical,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0
2080,50,No,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2
2081,28,No,Research & Development,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3
2082,46,No,Research & Development,4,Other,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3
2083,35,No,Sales,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7
2084,24,Yes,Human Resources,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0
2085,33,No,Research & Development,2,Medical,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1
2086,36,No,Research & Development,2,Medical,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7
2087,30,No,Sales,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9
2088,44,No,Research & Development,4,Medical,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17
2089,20,No,Research & Development,4,Medical,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2
2090,46,No,Sales,1,Medical,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4
2091,42,No,Research & Development,4,Medical,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3
2092,60,No,Sales,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9
2093,32,No,Sales,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2
2094,32,No,Research & Development,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7
2095,36,No,Sales,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7
2096,33,No,Sales,2,Marketing,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10
2097,40,No,Research & Development,3,Medical,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3
2098,25,No,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1
2099,30,No,Sales,3,Marketing,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7
2100,42,No,Human Resources,2,Medical,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0
2101,35,No,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12
2102,27,No,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8
2103,54,No,Research & Development,2,Medical,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4
2104,44,No,Human Resources,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7
2105,19,Yes,Sales,2,Other,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0
2106,29,No,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2
2107,54,No,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9
2108,31,No,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1
2109,31,No,Sales,1,Marketing,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8
2110,59,No,Research & Development,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5
2111,43,No,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7
2112,49,No,Sales,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0
2113,36,No,Sales,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7
2114,48,No,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0
2115,27,No,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3
2116,29,No,Sales,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0
2117,48,No,Sales,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0
2118,29,No,Research & Development,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3,Y,16,8,1,9,2,7,1,7
2119,34,No,Sales,4,Medical,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0
2120,44,No,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10
2121,33,No,Research & Development,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8
2122,19,No,Sales,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1
2123,23,No,Sales,3,Medical,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1
2124,25,Yes,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0
2125,26,No,Human Resources,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2
2126,45,Yes,Human Resources,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11
2127,55,No,Research & Development,3,Life Sciences,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0
2128,21,Yes,Research & Development,2,Medical,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2
2129,46,No,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8
2130,34,No,Sales,4,Medical,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2
2131,51,No,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10
2132,59,No,Research & Development,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4
2133,34,No,Sales,4,Medical,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10
2134,28,No,Research & Development,3,Other,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2
2135,44,No,Research & Development,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13
2136,34,No,Sales,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8
2137,35,No,Research & Development,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2
2138,42,No,Research & Development,4,Life Sciences,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0
2139,43,No,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17
2140,36,No,Research & Development,4,Medical,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12
2141,44,Yes,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5
2142,28,No,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2
2143,51,No,Sales,4,Medical,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7
2144,30,No,Research & Development,4,Other,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7
2145,29,Yes,Research & Development,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7
2146,28,No,Sales,4,Life Sciences,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2
2147,25,No,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1
2148,32,No,Research & Development,4,Other,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8
2149,45,No,Research & Development,3,Medical,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0
2150,39,No,Sales,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2
2151,58,No,Research & Development,3,Other,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2
2152,32,Yes,Research & Development,3,Technical Degree,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1
2153,39,Yes,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3
2154,30,No,Sales,1,Marketing,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7
